,university,major,course,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission
241,มหาวิทยาลัยอุบลราชธานี,2. วิศวกรรมเมคคาทรอนิกส์,1. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเมคคาทรอนิกส์และระบบอัตโนมัติ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเมคคาทรอนิกส์และระบบอัตโนมัติ,Bachelor of Engineering Program,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 25,000 ต่อภาคการศึกษา หรือ 200,000 ตลอดหลักสูตร",,0,100,30,40
242,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,1. วิศวกรรมการเงิน,1. วศ.บ. วิศวกรรมการเงิน (หลักสูตรนานาชาติ) (Double Degree - นานาชาติ พิเศษ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมการเงิน (หลักสูตรนานาชาติ),B.Eng. Financial Engineering (International Program),Double Degree - นานาชาติ พิเศษ,ลาดกระบัง,"120,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 85 ของนักศึกษา ปีการศึกษา 2565,105,10,5,0
243,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2. วิศวกรรมการผลิต,1. วศ.บ. วิศวกรรมการผลิตเชิงบูรณาการ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมการผลิตเชิงบูรณาการ,B.Eng. Integrated Production Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"37,000 ต่อภาคการศึกษา",ไม่ระบุ,55,3,0,3
244,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,3. วิศวกรรมเกษตร,1. วศ.บ. วิศวกรรมเกษตรอัจฉริยะ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเกษตรอัจฉริยะ,B.Eng. Agri-Intelligence Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",ไม่ระบุ,65,20,10,0
245,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,4. วิศวกรรมคอมพิวเตอร์,1. วศ.บ. วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมคอมพิวเตอร์,B.Eng. Computer Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 87.78 ของนักศึกษา ปีการศึกษา 2565,85,40,20,0
246,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,4. วิศวกรรมคอมพิวเตอร์,2. วศ.บ. วิศวกรรมคอมพิวเตอร์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมคอมพิวเตอร์ (หลักสูตรนานาชาติ),B.Eng. Computer Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",ไม่ระบุ,85,10,5,10
247,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,5. วิศวกรรมเคมี,1. วศ.บ. วิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเคมี,B.Eng. Chemical Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 83.01 ของนักศึกษา ปีการศึกษา 2565,95,20,10,0
248,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,5. วิศวกรรมเคมี,2. วศ.บ. วิศวกรรมเคมี (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเคมี (หลักสูตรนานาชาติ),B.Eng. Chemical Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 84.61 ของนักศึกษา ปีการศึกษา 2565,80,8,0,30
249,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,6. วิศวกรรมเครื่องกล,1. วศ.บ. วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเครื่องกล,B.Eng. Mechanical Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 78.57 ของนักศึกษา ปีการศึกษา 2565,75,15,5,0
250,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,6. วิศวกรรมเครื่องกล,2. วศ.บ. วิศวกรรมขนส่งทางราง (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมขนส่งทางราง,B.Eng. Rail Transportation Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 90.48 ของนักศึกษา ปีการศึกษา 2565,70,10,5,0
251,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,6. วิศวกรรมเครื่องกล,3. วศ.บ. วิศวกรรมเครื่องกล (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเครื่องกล (หลักสูตรนานาชาติ),B.Eng. Mechanical Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 90.9 ของนักศึกษา ปีการศึกษา 2565,85,10,0,0
252,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,7. วิศวกรรมชีวการแพทย์,1. วศ.บ. วิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ),B.Eng. Biomedical Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 73.33 ของนักศึกษา ปีการศึกษา 2565,95,10,5,10
253,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,8. วิศวกรรมซอฟต์แวร์,1. วศ.บ. วิศวกรรมซอฟต์แวร์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมซอฟต์แวร์ (หลักสูตรนานาชาติ),B.Eng. Software Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 66.66 ของนักศึกษา ปีการศึกษา 2565,105,15,0,15
254,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,9. วิศวกรรมพลังงาน,1. วศ.บ. วิศวกรรมพลังงาน (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมพลังงาน (หลักสูตรนานาชาติ),B.Eng. Energy Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",ไม่ระบุ,75,6,0,30
255,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,10. วิศวกรรมไฟฟ้า,1. วศ.บ. วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้า,B.Eng. Electrical Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 95.65 ของนักศึกษา ปีการศึกษา 2565,135,42,20,0
256,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,10. วิศวกรรมไฟฟ้า,2. วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงไฟฟ้ากำลัง (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงไฟฟ้ากำลัง,B.Eng. Electrical Engineering - Electrical Power major (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",ไม่ระบุ,75,7,0,15
257,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,10. วิศวกรรมไฟฟ้า,3. วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงแมคคาทรอนิกส์ (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงแมคคาทรอนิกส์,B.Eng. Electrical Engineering - Mechatronics major (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",ไม่ระบุ,75,6,0,0
258,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,11. วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,1. วศ.บ. วิศวกรรมไฟฟ้าสื่อสารและเครือข่าย (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้าสื่อสารและเครือข่าย,B.Eng. Communications and Network Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",ไม่ระบุ,95,20,10,0
259,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,12. วิศวกรรมเมคคาทรอนิกส์,1. วศ.บ. วิศวกรรมเมคคาทรอนิกส์และออโตเมชัน (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเมคคาทรอนิกส์และออโตเมชัน,B.Eng. Mechatronics and Automation Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",ไม่ระบุ,120,30,15,0
260,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,13. วิศวกรรมโยธา,1. วศ.บ. วิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมโยธา,B.Eng. Civil Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 94.33 ของนักศึกษา ปีการศึกษา 2565,105,25,15,0
261,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,13. วิศวกรรมโยธา,2. วศ.บ. วิศวกรรมโยธา (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมโยธา (หลักสูตรนานาชาติ),B.Eng. Civil Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 93.33 ของนักศึกษา ปีการศึกษา 2565,85,8,5,10
262,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,14. วิศวกรรมสารสนเทศ,1. วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ,B.Eng. IoT system and Information Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",ไม่ระบุ,75,15,5,3
263,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,14. วิศวกรรมสารสนเทศ,2. วศ.บ. วิศวกรรมอวกาศและภูมิสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมอวกาศและภูมิสารสนเทศ,B.Eng. Space and Geospatial Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",ไม่ระบุ,20,15,5,0
264,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,15. วิศวกรรมหุ่นยนต์,1. วศ.บ. วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ),B.Eng. Robotics and AI Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 97.72 ของนักศึกษา ปีการศึกษา 2565,105,10,5,10
265,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,16. วิศวกรรมอาหาร,1. วศ.บ. วิศวกรรมอาหาร (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมอาหาร,B.Eng. Food Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 86.88 ของนักศึกษา ปีการศึกษา 2565,65,20,10,0
266,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,17. วิศวกรรมอิเล็กทรอนิกส์,1. วศ.บ. วิศวกรรมอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมอิเล็กทรอนิกส์,B.Eng. Electronics Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 83.87 ของนักศึกษา ปีการศึกษา 2565,105,25,15,0
267,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,18. วิศวกรรมอุตสาหการ,1. วศ.บ. วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมอุตสาหการ,B.Eng. Industrial Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 92.31 ของนักศึกษา ปีการศึกษา 2565,105,40,20,0
268,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,18. วิศวกรรมอุตสาหการ,2. วศ.บ. วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์ (หลักสูตรนานาชาติ),B.Eng. Industrial Engineering and logistics Management (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 90.9 ของนักศึกษา ปีการศึกษา 2565,85,10,5,25
269,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,18. วิศวกรรมอุตสาหการ,3. วศ.บ. การจัดการวิศวกรรมและการเป็นผู้ประกอบการ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. การจัดการวิศวกรรมและการเป็นผู้ประกอบการ (หลักสูตรนานาชาติ),B.Eng. Engineering Management and Entrepreneurship (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",ไม่ระบุ,80,7,0,35
270,มหาวิทยาลัยราชภัฏชัยภูมิ,1. วิศวกรรมการผลิต,1. วศ.บ. สาขาวิชาวิศวกรรมการผลิตและระบบอัตโนมัติ สาขาวิชาวิศวกรรมการผลิตและระบบอัตโนมัติ (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมการผลิตและระบบอัตโนมัติ,Bachelor of Engineering Program in Production Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,20,10,20,26
271,มหาวิทยาลัยราชภัฏชัยภูมิ,2. วิศวกรรมเครื่องกล,1. วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,20,10,20,15
272,มหาวิทยาลัยราชภัฏชัยภูมิ,3. วิศวกรรมโลจิสติกส์,1. วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและโลจิสติกส์ สาขาวิชาวิศวกรรมอุตสาหการและโลจิสติกส์ (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและโลจิสติกส์,Bachelor of Engineering Program in Industrial Engineering and Logistics,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,20,10,10,10
273,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,1. โภชนาการ,1. หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการประกอบและบริการอาหาร (ภาษาไทย ปกติ),หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการประกอบและบริการอาหาร,Bachelor of Science Program in Cookery and Food Service,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 17,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 13,000 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 108,000 บาท",อัตราการจบการศึกษา ร้อยละ 45.45 ที่สำเร็จการศึกษา ปีการศึกษา 2564 ของนักศึกษาที่รับเข้า ปีการศึกษา 2561,30,30,30,60
274,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,2. โลจิสติกส์,1. หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีโลจิสติกส์ (ภาษาไทย ปกติ),หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีโลจิสติกส์,Bachelor of Science Program in Logistics Technology,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 15,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 11,000 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 92,000 บาท",อัตราการจบการศึกษา ร้อยละ 23.52 ที่สำเร็จการศึกษา ปีการศึกษา 2565 ของนักศึกษาที่รับเข้า ปีการศึกษา 2562,40,40,40,80
275,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,3. เทคโนโลยีอุตสาหกรรม,1. หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาการจัดการอุตสาหกรรม (ต่อเนื่อง) (ภาษาไทย ปกติ),หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาการจัดการอุตสาหกรรม (ต่อเนื่อง),Bachelor of Technology Program in Industrial Management (Continuing Program),ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 15,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 11,000 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 92,000 บาท",อัตราการจบการศึกษา ร้อยละ 100.00 ที่สำเร็จการศึกษา ปีการศึกษา 2564 ของนักศึกษาที่รับเข้า ปีการศึกษา 2561,30,30,30,60
276,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,4. เทคโนโลยีอุตสาหการ การผลิต,1. หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการผลิตและคุณภาพ) (ภาษาไทย ปกติ),หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการผลิตและคุณภาพ),Bachelor of Industrial Technology Program in Production and Logistics Engineering Management (Production and Quality Management),ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 15,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 11,900 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 99,300 บาท",อัตราการจบการศึกษา ร้อยละ 43.90 ที่สำเร็จการศึกษา ปีการศึกษา 2564 ของนักศึกษาที่รับเข้า ปีการศึกษา 2561,20,20,15,40
277,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,4. เทคโนโลยีอุตสาหการ การผลิต,2. หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการคลังสินค้า) (ภาษาไทย ปกติ),หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการคลังสินค้า),Bachelor of Industrial Technology Program in Production and Logistics Engineering Management (Warehouse Management),ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 15,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 11,900 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 99,300 บาท",อัตราการจบการศึกษา ร้อยละ 54.17 ที่สำเร็จการศึกษา ปีการศึกษา 2564 ของนักศึกษาที่รับเข้า ปีการศึกษา 2561,20,20,20,40
278,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,4. เทคโนโลยีอุตสาหการ การผลิต,3. หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการดิจิทัลโลจิสติกส์) (ภาษาไทย ปกติ),หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการดิจิทัลโลจิสติกส์),Bachelor of Industrial Technology Program in Production and Logistics Engineering Management (Digital Logistics Management),ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 15,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 12,000 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 100,000 บาท",อัตราการจบการศึกษา ร้อยละ 54.17 ที่สำเร็จการศึกษา ปีการศึกษา 2564 ของนักศึกษาที่รับเข้า ปีการศึกษา 2561,20,20,15,40
279,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,5. วิศวกรรมพลังงาน,1. หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมพลังงาน (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมพลังงาน,Bachelor of Engineering Program in Energy Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 17,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 12,900 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 107,300 บาท",หลักสูตรใหม่ พ.ศ. 2562 จะมีผู้สำเร็จการศึกษา ตามระยะเวลาการศึกษาตามหลักสูตร ในปีการศึกษา 2565,20,20,20,40
280,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,6. วิศวกรรมไฟฟ้า,1. หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้าและระบบควบคุมอัตโนมัติ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้าและระบบควบคุมอัตโนมัติ,Bachelor of Engineering Program in Electrical Engineering and Automation Control Systems,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 17,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 13,100 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 108,700 บาท",หลักสูตรใหม่ พ.ศ. 2564 จะมีผู้สำเร็จการศึกษา ตามระยะเวลาการศึกษาตามหลักสูตร ในปีการศึกษา 2567,30,30,30,60
281,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,7. วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,1. หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาเทคโนโลยีวิศวกรรมออโตเมชัน (ภาษาไทย ปกติ),หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาเทคโนโลยีวิศวกรรมออโตเมชัน,Bachelor of Industrial Technology Program in Automation Engineering Technology,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 15,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 11,000 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 92,000 บาท",อัตราการจบการศึกษา ร้อยละ 14.71 ที่สำเร็จการศึกษา ปีการศึกษา 2564 ของนักศึกษาที่รับเข้า ปีการศึกษา 2561,30,30,30,60
282,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,8. วิศวกรรมอุตสาหการ,1. หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการและการจัดการโซ่อุปทาน (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการและการจัดการโซ่อุปทาน,Bachelor of Engineering Program in Industrial Engineering and Supply Chain Management,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 15,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 11,000 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 92,000 บาท",อัตราการจบการศึกษา ร้อยละ 64.10 ที่สำเร็จการศึกษา ปีการศึกษา 2564 ของนักศึกษาที่รับเข้า ปีการศึกษา 2561,25,25,25,35
