Unnamed: 0,university,major,course,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission
62,มหาวิทยาลัยขอนแก่น,วิศวกรรมอุตสาหการ,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมอุตสาหการ) วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมอุตสาหการ) วิศวกรรมอุตสาหการ,Bachelor of Engineering (Industrial Engineering),ภาษาไทย ปกติ,ขอนแก่น,0.0,0,24,40,28,2
63,มหาวิทยาลัยเชียงใหม่,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมคอมพิวเตอร์,,ภาษาไทย ปกติ,วิทยาเขตหลัก,23000.0,61.5%,70,34,10,0
64,มหาวิทยาลัยเชียงใหม่,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมคอมพิวเตอร์,,ภาษาไทย พิเศษ,วิทยาเขตหลัก,35000.0,29.58%,15,10,5,5
65,มหาวิทยาลัยเชียงใหม่,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมระบบสารสนเทศและเครือข่าย (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมระบบสารสนเทศและเครือข่าย,,นานาชาติ,วิทยาเขตหลัก,50000.0,69.44%,22,25,8,2
66,มหาวิทยาลัยเชียงใหม่,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมเครื่องกล,,ภาษาไทย ปกติ,วิทยาเขตหลัก,23000.0,51.89%,112,122,45,0
67,มหาวิทยาลัยเชียงใหม่,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมเครื่องกล,,ภาษาไทย พิเศษ,วิทยาเขตหลัก,35000.0,21.43%,15,25,15,10
68,มหาวิทยาลัยเชียงใหม่,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกลและการบริหารโครงการวิศวกรรม (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมเครื่องกลและการบริหารโครงการวิศวกรรม,,นานาชาติ,วิทยาเขตหลัก,50000.0,42.86%,24,21,10,5
69,มหาวิทยาลัยเชียงใหม่,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมไฟฟ้า,,ภาษาไทย ปกติ,วิทยาเขตหลัก,23000.0,65.2%,67,62,20,0
70,มหาวิทยาลัยเชียงใหม่,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมไฟฟ้า,,ภาษาไทย พิเศษ,วิทยาเขตหลัก,35000.0,20.59%,20,25,20,16
71,มหาวิทยาลัยเชียงใหม่,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้าและเทคโนโลยีโครงข่ายไฟฟ้าอัจฉริยะ (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมไฟฟ้าและเทคโนโลยีโครงข่ายไฟฟ้าอัจฉริยะ,,นานาชาติ,วิทยาเขตหลัก,50000.0,0,0,26,20,10
72,มหาวิทยาลัยเชียงใหม่,วิศวกรรมโยธา,วศ.บ.วิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมโยธา,,ภาษาไทย ปกติ,วิทยาเขตหลัก,23000.0,59.75%,82,77,25,0
73,มหาวิทยาลัยเชียงใหม่,วิศวกรรมโยธา,วศ.บ.วิศวกรรมโยธา (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมโยธา,,นานาชาติ,วิทยาเขตหลัก,50000.0,0,29,29,17,0
74,มหาวิทยาลัยเชียงใหม่,วิศวกรรมสิ่งแวดล้อม,วศ.บ.วิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมสิ่งแวดล้อม,,ภาษาไทย ปกติ,วิทยาเขตหลัก,23000.0,42.95%,82,37,5,0
75,มหาวิทยาลัยเชียงใหม่,วิศวกรรมหุ่นยนต์,วศ.บ.วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์,,ภาษาไทย ปกติ,วิทยาเขตหลัก,29000.0,0,40,25,10,0
76,มหาวิทยาลัยเชียงใหม่,วิศวกรรมเหมืองแร่,วศ.บ.วิศวกรรมเหมืองแร่ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมเหมืองแร่,,ภาษาไทย ปกติ,วิทยาเขตหลัก,23000.0,47.71%,41,22,5,0
77,มหาวิทยาลัยเชียงใหม่,วิศวกรรมอุตสาหการ,วศ.บ.วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมอุตสาหการ,,ภาษาไทย ปกติ,วิทยาเขตหลัก,23000.0,68.12%,117,102,30,0
